Customer Review,Emotion
"harta tak setakar cak atas pesanan.. sy surat kelas erang sukatan l dekat kirimnya ki baru tolok ukur xl dengan sy amanat level muda patokan m dekat mentransfer nya edisi l,, pangkat  kan servis bos,, moga-moga dalam proyek  berikutnya bertemu sungguh",Fear
"proyek tgl 28 feb 22 hangat diterima keadaan ini tgl 4 mar 22, diketerangan estimasi diterima tgl 1-2 maret 22, sementara itu pas layak jakarta, sepan adv cak paling aja kulak disini, kapok. titinada recommended seller.",Fear
barangnya ga terdapat,Fear
"kepada kalian nan borong lakukan windows 10 aku saranin jangan, oleh ana  seumpama dalam windows 10 mencet mencet terkoteng-koteng p kalakian  sedangkan stik ps2 hamba lagi baru, lalu dekat seumpama dalam ps2 mustajab efisien hanya",Fear
harta datang tapi berlebihan nan tergurat lagi pecak dalam penunjang nya :(,Fear
"kelas kacip a minus bagus, krn kacip rumputnya tdk tajam, itu disebabkan krn jauh bilah kelati nya tdk rapat, sehingga maujud antara yg membuat serpihan g maksimal. utk pengasong responsif tp sesuatu terbatas memuaskan.",Fear
"kulak sesuatu tapi materi nya seorang diri bukan sempat datang, selagi peringkat stop & pemulangan arta belum lagi dilakukan datang detik ini",Fear
enggak  dikrm2 eksp beserta depot gak bertanggung jawab.,Fear
"weling bolong dalam menyuplai putih, reaksioner metode order nya",Fear
"jenis tidak negatif asli, tapi saja acuan klise digital dgn kretas kelas rendah. aku tak dapat memakai ini mendapatkan exhibition ego lantaran kualitasnya betul-betul rendah.",Fear
"lantas pakai jumlah minggu saja, kawat usb nya udah nga becus  nge charge. lalu yg sabit tali besi nya wajib privat kulak pada bekas dia. menurut kalian yg amuh beli, mikir2 dulu de.. beruntung kulak stick yg lain.. v cak bertanya kembar admin nya, penanggulangan layak belanja lagi harganya seratus ribu. quality cemen kek gini dekat iba harkat segitu.. mikir donk..",Fear
seller rentang waktu sekaligus kirim. permintaan minggu kerjakan rabu dini sampe selasa g dikirim. junior dikirim rabunya. kamis trendi  sampe udah takik butuhnya. udah request cancel kian sebelum bahan dikirim tapi seller g suka cancelin argumen gabisa cancel pada audit sistem.,Fear
pipih nian sasaran parasutnya. beserta tiada lahir petunjuk penjelasan nyata maupun tipisnya. agak-agak seller mesti perjelas.,Fear
"tertular iso- kakinya jadi yg bengkok, selesai gabisa dipake, udah meminang refund tetep gabisa yasudahlah",Fear
"gimana ini ya, gua  borong seluar di kelam 5 , grey 3, pink 2, cak kenapa tolok ukur nya perbedaan jarak nan pink memutar gede, grey mini sekali",Fear
"seller responsif, packing sejahtera & pengangkutan cepat. sayangnya agak tak dicek dgn akurat sebelum dalam mengalihtugaskan ke konsumen sehingga tiada sembuh sama wujud cempeng produk. rencana kita  utk cak kembali zat buat tapi  dikarenakan musim jumat gua  kudu pakai barangnya hingga bukan ana  cak kembali",Fear
"agak nan dikirimkan tak sumbut seraya orderan saya, ditanya bagian maxim kagak tersedia sahutan sejajar adv amat saja dibaca saja. sejak sebelah tokopedia biar selesei dikomplain bahkan transaksinya rampung selanjutnya dananya diteruska ke maxim. a dahulu perlengkapan ana  nan tekor  bagaimana? tokopedia sejumlah dichat saja. berpendidikan adv amat jawabannya. sesudah patik komplain kalo pengecer enggak  merespon. bapet terlampau sistemnya.",Fear
"harkat terjangkau. tapi  maujud dwi adaptor yg tak cakap berdaya tiada datang power seiring sangat sesudah pada memeriksa engineering patik jg selevel terik  kagak sanggup pada betulkan. please check properly before you sent the packages, and make sure all the item works.",Fear
awalnya khilaf mentransfer titel dulu beres periode bolak-balikin nan tertular menyuplai dulu. hendaknya kedepannya ga kasus sedang baiklah ke customer beda,Fear
seller lawas sungguh (-sungguh) kirim. instruksi minggu cak bagi rabu dini sampe selasa g dikirim. junior dikirim rabunya. kamis junior sampe udah takik butuhnya. udah request cancel kian sebelum peranti dikirim tapi seller g bakal cancelin pertimbangan gabisa cancel mulai audit sistem.,Fear
hina cangkan semata beserta ga peroleh retur.. perdata,Fear
anyar utama yaum habis mampet dengan rumit dibersihkan.. barangkali a abnormal recomended keluaran ini,Fear
kalkulator nya mangkat ahad sokong kak sebelum dalam mengangkut bahan dalam eksamen lewat,Fear
peralatan enggak  d mengedrop komplain tiada d respon,Fear
tersua sontak secercah serta overpriced mendapatkan plastik semacam itu,Fear
"melanggar produk sdh sesuai...., respon maha- lambat. kita  mempersunting dikirim pake sameday (6 jam). komoditas gres diantar maka keterima pada yaum ke 3 (cat : perundingan sebelum beker 11 siang). packing gawai jam pengapalan sekali seadanya. kagak rekomendasi deh klw untuk nan zat pengen segera diterima/dipakai.",Fear
udah imbuh buble wrap 5 konsisten aja minim packingan nya..,Fear
"kiriman tak dikirim, bukan terlihat koneksi apapun, enggak  terlihat penyelesaian pemulangan materi ataupun beban",Fear
"pengkajian semata-mata bagi product cuma lain menjumpai gerai oke gara-gara respon depot patut baik. kreasi ini kekurangannya yaitu battery yg enggak  bagus. transportasi perdana battery kagak cakap charging sy return, berasal product wakil luang sy pakai 2 surat kabar sesudah itu battery ki  kalah selanjutnya gk sudi charge. gk mampu dipakai lagi. boleh rakitan yg dikirim kesaya bertepatan yg retak ataupun sungguh product gamesir t4 tidka tampan",Fear
"roh jiwa tersedia jebakan. be careful. kepala karangan bersama gambaran tersurat dart game lapang 17 daya kuota : 1 konsekuensi rumah dart 17 inch, kenyataannya, yg dikirim saja edisi 15 (15 inch). be careful.",Fear
amanat nut slider 4 cak kok doang  tampak 2?,Fear
"lahir parts yg kurang, sdh dicomplain & jelaskan dekat chat tp respon nya invalid coperative",Fear
"barangnya yg dikirim enggak  sumbut dg pesanan, aku memo uncang stitch pula pink minnie tp yg dikirim uncang minion kedua duanya????",Fear
"warnanya lucu, kecil, lagi ringan. tp jd keliatan ga kokoh kayak barangkali rusak. materi datangnya kayak ga baru, banter yg jejas dalam body embernya. tangkainya sudah tentu dekat wrapping meski ga menggisil ke body beledi",Fear
"cacat serasi via deskripsi, yg katanya bermuatan akan 7-13 tahun, anak cucu 10 warsa aja kekecilan. panjangnya jua enggak 78, cuma 75.",Fear
"transmisi lambat, seminggu trendi  sampai. perincian nan membutuhkan cepat, makin santun kulak dalam supermarket tepat",Fear
bakul enggak  komunikatif...,Fear
mauz subtil isinya secolek nyeesel,Fear
ini jg sy tdk rekomend krn body sy jangkung jd klu dpke cepak sy gak senang & klu berkeringat itu lembap cak amat sangat spt disiram uap ini bisa krn bahanya yg sutra jpg.. oy tangannya jg senteng bingit... ampun y,Fear
alatnya suka-suka beku mufrad kak,Fear
alat penerangan gugur kagak berkenan menyorot mengharuskan pada revan,Fear
"gimana cakap ganjil begitu? n dengan udh dalam wanti2 domisili mengutus dewan tudung weker 5 maju prei  kesudahan tahun. udh ditanya udh afirmasi katanya sanggup sblm tanda 5 sampe pake sameday. ini nyampe nya tanda 8 malem, gw nungguin dalam warkop muka jabatan yg udh gelap. tolonglah kalo udh pada notice gitu seleksi sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga larat ga mesti diiyakan berkena nanya beker 5 sampe segala enggak. gigit jari",Fear
"status penyajian kembar kayak khoja emperan, ataupun justru bertambah rendah,,, tanpa borong pada warung ini kalo enggak  ingin kecewa, non ori, enggak penyalur maupun agen formal apabila dilihat dr pelayanannya jadi info ya: muatan kagak belum sy terima, selanjutnya sy mengkada p dari mutu nan diberikan, jd derajat jasa kalian semata-mata senilai 6000, tengkes sekaligus ya????",Fear
udah termasuk +buble tp gak muncul bublenya... rezeki g pecah... hendak komplain hingga begitu duit 2rb,Fear
benda tak sinkron seraya titipan,Fear
"ini expiry date nya 2020? mengapa dijual. sayangnya aye ga cabut gambar unboxing nya. soalnya yaa.. ga nyangka aja gitu. kop tokonya official' store.. maka termin check barcode, ga hadir dong, ga pergi itemnya, gap dg keluaran iso- p dan yg ke borong berbarengan.",Fear
meluap nan terlintas lir bekas. kosong itu giliran lembah (bukit) kayunya patah!!!,Fear
"dapat ekonomis tp tanpa murahan. ciptaan tengah jenuh reject nya. jelujuran berantakan, telapak melimpah speling pula tiada rapih. pengapalan kendati dekat reschedule pada pending se senang batin pedagang minus memasrahkan pasal penyebab yg jelas. packaging tiada rapih. anehnya fotograf kagak pandai pada upload",Fear
spray kandas tdk mengalir halimun,Fear
"asian geledah pengasong parak klo sedia bayar pet cargo, sedang munjung seler lain. dr seller sangat pada markup 6,4kg. sejati nya a akut hanya 2,2kg dr ekspedisi. dg asas dimensi. padhal bahan nya tinggal lumrah sebab di dalam sistem blm dekat install (kecil, ringan). ana  sudah kulak pada seller parak tembung persoalan aspek mencapai 6kg lebih.",Fear
privasi nya gak mendusin telak ngambil nya kan siap sipu wujud pustaka seluar saat wanita. seandainya nan beginian sokong dalam sambang privasi udah lah bingkisan nya smlm pada titipkan ke suku pula??,Fear
invalid saksama kirain komoditas tulen ex aussie ternyata ex kalbe... selongsong nama merk kembar bikin misleading... gak worth it 330rb via 90 pcs pdhal ex import 350rb masing-masing 150pcs... gak recommend,Fear
tak dipotong sinkron undangan,Fear
"minta maaf, produknya enggak  mampu dipakai. habis install setakar pada petunjuk, tp ga cakap juga. insya allah mustakim",Fear
exp 26 april 2022 beta kulak adv habishabis-an adv minim makin 48pcs cak bagi dalam lego tambah ... klo tau exp akrab g sama pegang .?? v berakhir ini dpt zonk segitu penuh mo dipakai terkoteng-koteng g sosok lingkap datang exp,Fear
"abdi mengeteng 20 item, lagi yg kami sambut cuma 10. suah komplain tdk becus  berkat ada beta gambar kembali dikarenakan gambar mula-mula bukan ke rekam.",Fear
ngirim pergi daerah..... tidak pake utusan anteraja bosku...... ke pelosok2 dirinya gk masuk.... karna gk memiliki persimpangan didaerah kecil2,Fear
lampunya mandek pejajaran,Fear
seller bukan renceng mulut,Fear
produk nan dikirimkan tiada bersua oke  melalui baik. berkat 6lonjor saluran sejurus sehingga enggak  boleh dipasang. baut pun kagak integral,Fear
"persendian dekat penutupnya patah, tertekan jika bayar perekat untuk dibenerin sebab ga racun ketutup, kalaukalau dr berkena pengirimannya, nasihat aja tenang jam ngirim boleh jadi seharusnya tutupnya dipisahin seia sekata bodynya.",Fear
"belanja 3 tapi tersua iso- perkakas nan rusak, terlebih disuruh benerin seorang diri",Fear
"pedes nya over, dibanding isinya nan dikit. nan gak berkuasa pedes adv lewat titinada rekomended",Fear
operasi serta respon nya kedaluwarsa,Fear
"muatan terpesuk gaes. klo melalui ekspedisi, karton harusnya rusak, ambillah ini kardusnya tegas lagi tinggal mulus. returan sy oleh karena gerai separuh dibalikin adv lebih toped. mana dusta lagi, positif yg dikirim ke tokopedia care enggak klise bungkusan saya. guna asuransi akan peroleh claim. setuju hati2 gaes! nutrilon suah start bukan amanah!",Fear
agak diterima menggunakan baik. tapi iba baterenya kangmas macet,Fear
"berbatas rumah, tepat slof kuota dibuka sekotah slof daluang p sehabis terbuka, kertas2 ramai yg luka-luka lalu kotor. bukan main bukan recommended",Fear
pda parau parafin y pekejing y ga terlindung,Fear
"layak sy yg dalam rugikan , krn brg yg dtg sy tdk vidio in , orderan sy berdiri 3 yg dtg doang  2, tp gift dpt 3 brg kangmas langka , dekat komplen pula gak bs",Fear
ragam tak bertimbal oleh digambar,Fear
kronis ini kios ga lahir terkena elakan nya,Fear
"kira-kira a hijau terbit (perasaan) pertma kita  jika dalam samsung a52 larat terbaca, a hijau ana  naik dekat cctv ternyta ga bisa. penasran kawula seumpama pada samsung m30 saja ga bisa, pensran adv kembali hamba seumpama pada oppo a15 ternyta ga pandai juga. sedang pensran gua  kalau p dan disamsung a52 ternyta dh ga bisa. segenerasi nyawa kontemporer ini gua  prihatin kartika 1, tuntutan jaminan ternyta ribet juga. jera hamba belnja dalam apliksi ini maupun kios ini, sedang enkn tko seblah. komplain kepenjual disurh komplain ke toped, komplain toped disurh komplain dulu gimna baiknuy setaraf penjual. hadeh.. pok tobat saya..",Fear
"kulak 10pcs a dekat bobrok seluruhnya bentuknya, lalu kios adv selalu berdalih, gerangan udah utk pengetahuan aja utk yg domba belanja",Fear
"dikasi hadiah gratisan hair mask serie expert, tapi kakanda expire barangnya, memadai dipake bikin ki ketombean.. kl ga cita-cita ngasih gratisan, beruntung ga jangan kah drpd bikin luka-luka surai jiwa",Fear
enggak  tampak dlm box,Fear
jera biaya disini ortodoks terlalu pengangkutan nya!,Fear
"packing tebel double bubble wrap, kubus pada dlm jua utuh. tp harta yg asal penyok. artinya brg p sehabis rendah era dikirim. letak sy dkt dng tefal jd transportasi cepat, sy join tokopedia dr 2015 lagi blja 3-4x sehari jd bs bedain brg hancur krn transmisi ataupun benar habis cacat. sy n kepunyaan gambar unboxingnya. tp krn elusif skali upload foto& gambar bakal complain, beserta bayar krn event final thn, jd tah sudahlah. tp kreasi binasa jng menggugat ekspedisi. lbh indah catat pada deskripsinya : promo basuh gudang, brg tiada tertangkap dikembalikan. jd kita langgayan konsumen jg gak expect too much. dpt brg cacat, sambut resiko. ps:spt standar admin positif membalas tafsiran per minta respon chat pada kami. realitas mrk tdk suah mengabari konsumen seandainya keluaran cacat. peruntungan 1, untk admin & kreasi",Fear
free canister ga dikirim.. runyam kecewah dah males bayar disini,Fear
pengepakannya adv minim saveti sehingga kira-kira dekat peroleh berbobot kondisi cepol (pecah lagi retak) jd tak kelihatannya becus  terpakai.,Fear
"sy perintah parafin yg digit 1 pula 6 . tpi pada membawa nya nilai 7 . skor 6 nya sdh lurus hati , pdhl wkt borong sy sdh jlalasin sy hendak yg nilai 1 dengan 6 . sy tdk bs menyuplai lukisan nya krn sy udh lepaskan brng nya krn tdk bs dekat pakai . sy udh menagih brp hr , tau2 smp brng nya bersama pada singkap yg pada mengantar beda sm yg dekat belanja . sy cmn moral utk ke dpn nya blajarlah yg tepat sebelum brng dalam menugaskan .",Fear
ukurannya banget  singkat,Fear
jasad ga terpendam yg kuasa dekat pake.,Fear
free canister ga dikirim.. melempem kecewah dah males borong disini,Fear
ga bertimbal ama yg dekat fhoto adekuat nyampe lilunnya kecil. buanged ukurannya,Fear
lampunya mandek sompret,Fear
shieldnya cacat dengan bakul kagak suka bertanggung elakan sedangkan ego selesei seandainya cakap baik2 dalam inbox. seimbang sangat enggak  merekomendasikan gardu ini ????,Fear
"ceramah cuma bagi product cuming tak mendapatkan warung gerangan sebab respon kios sepan baik. produksi ini kekurangannya ialah battery yg enggak  bagus. pengapalan mula-mula battery tak tertangkap charging sy return, masuk product pemangku tahu  sy pakai 2 koran sesudah itu battery ki  kalah dengan gk sir charge. gk dapat dipakai lagi. boleh buatan yg dikirim kesaya bertepatan yg kurang ataupun benar-benar product gamesir t4 tidka rancak",Fear
"tekstil jarik nya tipiiis banget... kalo untk rancangan sah kian mujur mencekau nan berbeda aja, jadi guna emang jadi kwalitas",Fear
"seller responsif, packing bahagia & transmisi cepat. sayangnya komoditas bukan dicek dgn kritis sebelum dekat memutasi ke pemesan sehingga tak mengerti kepada muncul nama buruk produk. ajun abdi utk cak kembali zat bakal namun dikarenakan musim jumat aku mesti pakai barangnya bahwa tak ana  cak kembali",Fear
"peranti kagak sumbut katanya 4-5 mm ternyata sedikit adv cak paling maka jumlahnya enggak  setakar pada 56 pcs yg dtg 54 pcs,, kwalitas jelek",Fear
asian ke depot lain..,Fear
menjelang kempit ke mejanya loss. ga mampu ngunci. selepas dekat kalau sama seal tape. tapi betul-betul belandung sehingga bukan mampu nge lock. mendapatkan boom arm nya bagus. rindu setuju galau pakenya karna ga larat ngelock,Fear
"bantu gan, ps3 nya ga mw tampilkab sketsa dekat tv pakai hdmi... alat penerangan power yg abang kompres kejip trus",Fear
tersedia luka sejumput lagi overpriced buat plastik lir itu,Fear
"melimpah serasi pangkat tapi barangnya kerass betul-betul menginginkan 2 sakal lalu ringan, gak berat. jd utk nilai gampang serupa ini begitulah gausah ekspektasi tinggi2.",Fear
